#Sample	Not specified	
#B-Field Phi	-8.26708579989E+1	deg
RF-Frequency	Timestamp
2933200000.00	3728981994.88
2934050000.00	3728981994.89
2934900000.00	3728981994.89
2935750000.00	3728981994.90
2936600000.00	3728981994.91
2937450000.00	3728981994.92
2938300000.00	3728981994.93
2939150000.00	3728981994.94
2940000000.00	3728981994.94
2940850000.00	3728981994.95
2941700000.00	3728981994.96
2942550000.00	3728981994.97
2943400000.00	3728981994.98
2944250000.00	3728981994.99
2945100000.00	3728981995.00
2945950000.00	3728981995.01
2946800000.00	3728981995.01
2947650000.00	3728981995.02
2948500000.00	3728981995.03
2949350000.00	3728981995.04
2950200000.00	3728981995.05
2951050000.00	3728981995.06
2951900000.00	3728981995.06
2952750000.00	3728981995.07
2953600000.00	3728981995.08
2954450000.00	3728981995.09
2955300000.00	3728981995.10
2956150000.00	3728981995.11
2957000000.00	3728981995.12
2957850000.00	3728981995.12
2958700000.00	3728981995.13
2959550000.00	3728981995.14
2960400000.00	3728981995.15
2961250000.00	3728981995.16
2962100000.00	3728981995.17
2962950000.00	3728981995.18
2963800000.00	3728981995.19
2964650000.00	3728981995.19
2965500000.00	3728981995.20
2966350000.00	3728981995.21
2967200000.00	3728981995.22
2968050000.00	3728981995.23
2968900000.00	3728981995.24
2969750000.00	3728981995.25
