#Sample	Not specified	
#B-Field Phi	5.04283669450E+1	deg
RF-Frequency	Timestamp
2922150000.00	3728982458.12
2923000000.00	3728982458.13
2923850000.00	3728982458.14
2924700000.00	3728982458.15
2925550000.00	3728982458.16
2926400000.00	3728982458.17
2927250000.00	3728982458.17
2928100000.00	3728982458.18
2928950000.00	3728982458.19
2929800000.00	3728982458.20
2930650000.00	3728982458.21
2931500000.00	3728982458.22
2932350000.00	3728982458.23
2933200000.00	3728982458.23
2934050000.00	3728982458.24
2934900000.00	3728982458.25
2935750000.00	3728982458.26
2936600000.00	3728982458.27
2937450000.00	3728982458.28
2938300000.00	3728982458.29
2939150000.00	3728982458.29
2940000000.00	3728982458.30
2940850000.00	3728982458.31
2941700000.00	3728982458.32
2942550000.00	3728982458.33
2943400000.00	3728982458.34
2944250000.00	3728982458.35
2945100000.00	3728982458.36
2945950000.00	3728982458.37
2946800000.00	3728982458.38
2947650000.00	3728982458.38
2948500000.00	3728982458.39
2949350000.00	3728982458.40
2950200000.00	3728982458.41
2951050000.00	3728982458.42
2951900000.00	3728982458.43
2952750000.00	3728982458.44
2953600000.00	3728982458.44
2954450000.00	3728982458.45
2955300000.00	3728982458.46
2956150000.00	3728982458.47
2957000000.00	3728982458.48
2957850000.00	3728982458.49
2958700000.00	3728982458.50
2959550000.00	3728982458.50
2960400000.00	3728982458.51
2961250000.00	3728982458.52
2962100000.00	3728982458.53
2962950000.00	3728982458.54
2963800000.00	3728982458.55
2964650000.00	3728982458.56
2965500000.00	3728982458.57
2966350000.00	3728982458.57
2967200000.00	3728982458.58
2968050000.00	3728982458.59
2968900000.00	3728982458.60
2969750000.00	3728982458.61
